"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Hidalgo County, NM"	"35023"	49	4302	11.390	7.286
	"Lea County, NM"	"35025"	533	69749	7.642	8.608
	"Lincoln County, NM"	"35027"	219	19429	11.272	7.402
	"Los Alamos County, NM"	"35028"	139	18147	7.660	5.477
	"Luna County, NM"	"35029"	303	24450	12.393	8.798
	"McKinley County, NM"	"35031"	668	74923	8.916	10.114
	"Mora County, NM"	"35033"	45	4504	9.991	6.795
	"Otero County, NM"	"35035"	640	65410	9.784	8.227
	"Quay County, NM"	"35037"	122	8365	14.585	9.778
	"Rio Arriba County, NM"	"35039"	421	40040	10.514	8.990
	"Roosevelt County, NM"	"35041"	147	19082	7.704	7.472
	"Sandoval County, NM"	"35043"	1092	142025	7.689	6.779
	"San Juan County, NM"	"35045"	1061	115079	9.220	8.390
	"San Miguel County, NM"	"35047"	306	27760	11.023	8.526
	"Santa Fe County, NM"	"35049"	1232	148651	8.288	6.051
	"Sierra County, NM"	"35051"	272	11191	24.305	11.305
	"Socorro County, NM"	"35053"	201	17027	11.805	9.757
	"Taos County, NM"	"35055"	307	33065	9.285	6.406
	"Torrance County, NM"	"35057"	173	15302	11.306	8.695
	"Union County, NM"	"35059"	38	4183	9.084	6.067
	"Valencia County, NM"	"35061"	672	75626	8.886	7.895
	"Albany County, NY"	"36001"	2706	308846	8.762	6.863
	"Allegany County, NY"	"36003"	467	47077	9.920	7.647
	"Bronx County, NY"	"36005"	9670	1455720	6.643	6.886
	"Broome County, NY"	"36007"	2051	195334	10.500	7.445
	"Cattaraugus County, NY"	"36009"	792	77677	10.196	7.692
	"Cayuga County, NY"	"36011"	764	77861	9.812	7.024
	"Chautauqua County, NY"	"36013"	1566	129504	12.092	8.471
	"Chemung County, NY"	"36015"	942	86322	10.913	7.888
	"Chenango County, NY"	"36017"	599	48579	12.330	8.525
	"Clinton County, NY"	"36019"	710	81073	8.758	7.243
	"Columbia County, NY"	"36021"	668	60989	10.953	6.920
	"Cortland County, NY"	"36023"	457	48070	9.507	7.884
	"Delaware County, NY"	"36025"	552	45523	12.126	7.496
	"Dutchess County, NY"	"36027"	2520	294473	8.558	6.641
	"Erie County, NY"	"36029"	9804	921046	10.644	7.868
	"Essex County, NY"	"36031"	416	38102	10.918	6.573
	"Franklin County, NY"	"36033"	455	50409	9.026	7.611
	"Fulton County, NY"	"36035"	615	53828	11.425	8.056
	"Genesee County, NY"	"36037"	609	58482	10.413	7.439
	"Greene County, NY"	"36039"	481	47508	10.125	6.959
	"Hamilton County, NY"	"36041"	48	4542	10.568	5.636
	"Herkimer County, NY"	"36043"	668	62613	10.669	7.320
	"Jefferson County, NY"	"36045"	855	114006	7.500	7.366
	"Kings County, NY"	"36047"	15940	2629150	6.063	5.906
	"Lewis County, NY"	"36049"	249	26865	9.269	6.902
	"Livingston County, NY"	"36051"	540	64257	8.404	6.677
	"Madison County, NY"	"36053"	625	71329	8.762	6.956
	"Monroe County, NY"	"36055"	6617	747727	8.849	6.787
	"Montgomery County, NY"	"36057"	580	49276	11.770	8.041
	"Nassau County, NY"	"36059"	11017	1361500	8.092	5.727
	"New York County, NY"	"36061"	9916	1643734	6.033	5.058
	"Niagara County, NY"	"36063"	2441	211758	11.527	8.303
	"Oneida County, NY"	"36065"	2507	231190	10.844	7.585
	"Onondaga County, NY"	"36067"	4441	466194	9.526	7.381
	"Ontario County, NY"	"36069"	1107	109828	10.079	7.183
	"Orange County, NY"	"36071"	2768	379210	7.299	7.009
	"Orleans County, NY"	"36073"	424	41346	10.255	7.961
	"Oswego County, NY"	"36075"	1068	118987	8.976	7.809
	"Otsego County, NY"	"36077"	583	60097	9.701	6.748
	"Putnam County, NY"	"36079"	712	98900	7.199	5.951
	"Queens County, NY"	"36081"	14482	2333054	6.207	5.375
	"Rensselaer County, NY"	"36083"	1484	160070	9.271	7.582
	"Richmond County, NY"	"36085"	3710	476015	7.794	6.624
	"Rockland County, NY"	"36087"	2265	326780	6.931	5.656
	"St. Lawrence County, NY"	"36089"	992	110038	9.015	7.368
	"Saratoga County, NY"	"36091"	1876	227053	8.262	6.562
	"Schenectady County, NY"	"36093"	1520	154553	9.835	7.246
	"Schoharie County, NY"	"36095"	282	31317	9.005	6.678
	"Schuyler County, NY"	"36097"	217	18099	11.990	8.203
	"Seneca County, NY"	"36099"	374	34777	10.754	8.040
	"Steuben County, NY"	"36101"	1000	96940	10.316	7.521
	"Suffolk County, NY"	"36103"	12467	1492583	8.353	6.664
	"Sullivan County, NY"	"36105"	770	74801	10.294	8.285
	"Tioga County, NY"	"36107"	487	48760	9.988	7.277
	"Tompkins County, NY"	"36109"	712	104871	6.789	6.825
	"Ulster County, NY"	"36111"	1764	179225	9.842	7.182
	"Warren County, NY"	"36113"	699	64567	10.826	7.118
	"Washington County, NY"	"36115"	636	61800	10.291	7.672
	"Wayne County, NY"	"36117"	896	90798	9.868	7.622
	"Westchester County, NY"	"36119"	7135	974542	7.321	5.369
	"Wyoming County, NY"	"36121"	383	40791	9.389	7.803
	"Yates County, NY"	"36123"	257	24923	10.312	7.484
	"Alamance County, NC"	"37001"	1639	159688	10.264	8.044
	"Alexander County, NC"	"37003"	376	37428	10.046	7.673
	"Alleghany County, NC"	"37005"	150	10848	13.827	8.431
	"Anson County, NC"	"37007"	321	25448	12.614	10.106
	"Ashe County, NC"	"37009"	327	26924	12.145	7.746
	"Avery County, NC"	"37011"	193	17516	11.018	7.543
	"Beaufort County, NC"	"37013"	616	47526	12.961	8.822
	"Bertie County, NC"	"37015"	241	19854	12.139	8.316
	"Bladen County, NC"	"37017"	417	33741	12.359	9.226
	"Brunswick County, NC"	"37019"	1397	126953	11.004	7.167
	"Buncombe County, NC"	"37021"	2611	256088	10.196	7.380
	"Burke County, NC"	"37023"	1047	88851	11.784	8.566
	"Cabarrus County, NC"	"37025"	1496	201590	7.421	7.596
	"Caldwell County, NC"	"37027"	989	81449	12.143	9.711
	"Camden County, NC"	"37029"	96	10418	9.215	8.093
	"Carteret County, NC"	"37031"	804	68890	11.671	7.655
	"Caswell County, NC"	"37033"	289	22910	12.615	8.772
	"Catawba County, NC"	"37035"	1642	156459	10.495	8.709
	"Chatham County, NC"	"37037"	673	72243	9.316	5.368
	"Cherokee County, NC"	"37039"	333	27905	11.933	7.463
	"Chowan County, NC"	"37041"	183	14383	12.723	8.174
	"Clay County, NC"	"37043"	144	10915	13.193	7.646
	"Cleveland County, NC"	"37045"	1242	97144	12.785	10.496
	"Columbus County, NC"	"37047"	714	56505	12.636	9.784
	"Craven County, NC"	"37049"	1137	103445	10.991	8.681
	"Cumberland County, NC"	"37051"	2559	327127	7.823	8.640
	"Currituck County, NC"	"37053"	224	25809	8.679	7.581
	"Dare County, NC"	"37055"	366	35964	10.177	7.507
	"Davidson County, NC"	"37057"	1740	164926	10.550	8.519
	"Davie County, NC"	"37059"	508	42013	12.091	8.432
	"Duplin County, NC"	"37061"	550	58969	9.327	7.557
	"Durham County, NC"	"37063"	1979	306212	6.463	6.744
	"Edgecombe County, NC"	"37065"	670	53318	12.566	9.752
	"Forsyth County, NC"	"37067"	3296	371511	8.872	7.690
	"Franklin County, NC"	"37069"	575	64705	8.886	7.679
	"Gaston County, NC"	"37071"	2289	216965	10.550	9.257
	"Gates County, NC"	"37073"	119	11478	10.368	7.585
	"Graham County, NC"	"37075"	103	8558	12.036	7.823
	"Granville County, NC"	"37077"	533	59031	9.029	7.530
	"Greene County, NC"	"37079"	204	21168	9.637	8.256
	"Guilford County, NC"	"37081"	4372	521330	8.386	7.530
	"Halifax County, NC"	"37083"	656	51766	12.672	9.078
	"Harnett County, NC"	"37085"	982	130881	7.503	8.455
	"Haywood County, NC"	"37087"	763	60682	12.574	7.869
	"Henderson County, NC"	"37089"	1379	114209	12.074	7.004
	"Hertford County, NC"	"37091"	263	24136	10.897	8.241
	"Hoke County, NC"	"37093"	315	53262	5.914	8.145
	"Hyde County, NC"	"37095"	67	5517	12.144	8.821
	"Iredell County, NC"	"37097"	1567	172916	9.062	8.392
	"Jackson County, NC"	"37099"	417	42241	9.872	8.574
	"Johnston County, NC"	"37101"	1491	191450	7.788	8.158
	"Jones County, NC"	"37103"	106	9845	10.767	6.405
	"Lee County, NC"	"37105"	541	59616	9.075	7.677
	"Lenoir County, NC"	"37107"	713	57307	12.442	9.065
	"Lincoln County, NC"	"37109"	818	81168	10.078	8.611
	"McDowell County, NC"	"37111"	539	45075	11.958	8.866
	"Macon County, NC"	"37113"	487	34376	14.167	8.220
	"Madison County, NC"	"37115"	248	21340	11.621	8.174
	"Martin County, NC"	"37117"	313	23172	13.508	9.243
	"Mecklenburg County, NC"	"37119"	6227	1054835	5.903	6.792
	"Mitchell County, NC"	"37121"	221	15126	14.611	8.968
	"Montgomery County, NC"	"37123"	293	27418	10.686	7.796
	"Moore County, NC"	"37125"	1158	95776	12.091	7.054
	"Nash County, NC"	"37127"	1058	94005	11.255	9.011
	"New Hanover County, NC"	"37129"	2005	223483	8.972	7.472
	"Northampton County, NC"	"37131"	287	20000	14.350	9.183
	"Onslow County, NC"	"37133"	1193	187136	6.375	8.624
	"Orange County, NC"	"37135"	825	141796	5.818	6.371
	"Pamlico County, NC"	"37137"	166	12821	12.948	7.451
	"Pasquotank County, NC"	"37139"	428	39864	10.737	8.829
	"Pender County, NC"	"37141"	607	59090	10.272	8.558
	"Perquimans County, NC"	"37143"	176	13335	13.198	8.258
	"Person County, NC"	"37145"	437	39284	11.124	8.387
	"Pitt County, NC"	"37147"	1247	177220	7.036	7.617
	"Polk County, NC"	"37149"	299	20334	14.704	6.866
	"Randolph County, NC"	"37151"	1516	143416	10.571	8.718
	"Richmond County, NC"	"37153"	564	44939	12.550	10.277
	"Robeson County, NC"	"37155"	1435	133235	10.770	10.277
	"Rockingham County, NC"	"37157"	1165	91393	12.747	9.244
	"Rowan County, NC"	"37159"	1626	139933	11.620	9.417
	"Rutherford County, NC"	"37161"	849	66421	12.782	9.097
	"Sampson County, NC"	"37163"	716	63124	11.343	9.239
	"Scotland County, NC"	"37165"	423	35244	12.002	9.662
	"Stanly County, NC"	"37167"	714	60791	11.745	9.095
	"Stokes County, NC"	"37169"	564	46097	12.235	8.827
	"Surry County, NC"	"37171"	906	72113	12.564	8.891
	"Swain County, NC"	"37173"	178	14346	12.408	9.275
	"Transylvania County, NC"	"37175"	458	33482	13.679	7.161
	"Tyrrell County, NC"	"37177"	44	4141	10.625	7.772
	"Union County, NC"	"37179"	1430	226606	6.311	7.298
	"Vance County, NC"	"37181"	545	44244	12.318	9.850
	"Wake County, NC"	"37183"	5555	1046791	5.307	6.321
	"Warren County, NC"	"37185"	275	19907	13.814	8.757
	"Washington County, NC"	"37187"	159	12195	13.038	8.210
	"Watauga County, NC"	"37189"	319	53922	5.916	5.583
	"Wayne County, NC"	"37191"	1261	124150	10.157	8.876
	"Wilkes County, NC"	"37193"	860	68740	12.511	8.840
	"Wilson County, NC"	"37195"	796	81661	9.748	7.816
	"Yadkin County, NC"	"37197"	430	37532	11.457	8.359
	"Yancey County, NC"	"37199"	221	17678	12.501	8.187
	"Adams County, ND"	"38001"	39	2305	16.920	8.302
	"Barnes County, ND"	"38003"	108	10926	9.885	6.086
	"Benson County, ND"	"38005"	68	6739	10.091	10.506
	"Billings County, ND"	"38007"	Suppressed	934	Suppressed	Suppressed
	"Bottineau County, ND"	"38009"	97	6579	14.744	9.340
	"Bowman County, ND"	"38011"	26	3241	8.022	4.554
	"Burke County, ND"	"38013"	24	2198	10.919	8.165
	"Burleigh County, ND"	"38015"	719	94487	7.610	6.252
	"Cass County, ND"	"38017"	1118	175249	6.379	6.674
	"Cavalier County, ND"	"38019"	42	3827	10.975	5.117
	"Dickey County, ND"	"38021"	72	5064	14.218	7.896
	"Divide County, ND"	"38023"	29	2413	12.018	5.981
	"Dunn County, ND"	"38025"	36	4366	8.246	7.253
	"Eddy County, ND"	"38027"	49	2358	20.780	9.404
	"Emmons County, ND"	"38029"	51	3346	15.242	7.270
	"Foster County, ND"	"38031"	44	3303	13.321	7.327
	"Golden Valley County, ND"	"38033"	12	1817	6.604 (Unreliable)	4.930 (Unreliable)
	"Grand Forks County, ND"	"38035"	491	71083	6.907	7.128
	"Grant County, ND"	"38037"	28	2377	11.780	5.221
	"Griggs County, ND"	"38039"	34	2277	14.932	7.740
	"Hettinger County, ND"	"38041"	32	2629	12.172	7.200
	"Kidder County, ND"	"38043"	18	2414	7.457 (Unreliable)	3.859 (Unreliable)
	"LaMoure County, ND"	"38045"	47	4111	11.433	5.330
	"Logan County, ND"	"38047"	33	1941	17.002	7.979
	"McHenry County, ND"	"38049"	61	5963	10.230	7.133
	"McIntosh County, ND"	"38051"	37	2656	13.931	5.518
	"McKenzie County, ND"	"38053"	70	12621	5.546	7.933
	"McLean County, ND"	"38055"	100	9729	10.279	6.803
	"Mercer County, ND"	"38057"	76	8694	8.742	6.401
	"Morton County, ND"	"38059"	316	30809	10.257	8.482
	"Mountrail County, ND"	"38061"	88	10242	8.592	10.023
	"Nelson County, ND"	"38063"	55	2960	18.581	7.886
	"Oliver County, ND"	"38065"	11	1870	5.882 (Unreliable)	4.238 (Unreliable)
	"Pembina County, ND"	"38067"	62	7069	8.771	4.596
	"Pierce County, ND"	"38069"	52	4267	12.187	6.166
	"Ramsey County, ND"	"38071"	121	11547	10.479	6.905
	"Ransom County, ND"	"38073"	92	5404	17.024	8.945
	"Renville County, ND"	"38075"	36	2550	14.118	9.054
	"Richland County, ND"	"38077"	140	16353	8.561	6.050
	"Rolette County, ND"	"38079"	132	14659	9.005	10.223
	"Sargent County, ND"	"38081"	31	3890	7.969	4.938
	"Sheridan County, ND"	"38083"	13	1322	9.834 (Unreliable)	6.370 (Unreliable)
	"Sioux County, ND"	"38085"	42	4469	9.398	11.935
	"Slope County, ND"	"38087"	Suppressed	763	Suppressed	Suppressed
	"Stark County, ND"	"38089"	223	31199	7.148	6.352
	"Steele County, ND"	"38091"	25	1962	12.742	8.889
	"Stutsman County, ND"	"38093"	236	21128	11.170	7.573
	"Towner County, ND"	"38095"	22	2263	9.722	4.656
	"Traill County, ND"	"38097"	96	8030	11.955	7.443
	"Walsh County, ND"	"38099"	150	10904	13.756	7.984
	"Ward County, ND"	"38101"	446	70210	6.352	6.329
	"Wells County, ND"	"38103"	59	4098	14.397	6.793
	"Williams County, ND"	"38105"	223	34337	6.494	7.730
	"Adams County, OH"	"39001"	364	27907	13.043	10.806
	"Allen County, OH"	"39003"	1140	103742	10.989	8.644
	"Ashland County, OH"	"39005"	611	53652	11.388	8.403
	"Ashtabula County, OH"	"39007"	1171	98231	11.921	8.926
	"Athens County, OH"	"39009"	467	66186	7.056	8.045
	"Auglaize County, OH"	"39011"	503	45894	10.960	7.839
	"Belmont County, OH"	"39013"	885	68673	12.887	8.673
	"Brown County, OH"	"39015"	518	43759	11.838	9.059
	"Butler County, OH"	"39017"	3358	377537	8.894	8.425
	"Carroll County, OH"	"39019"	295	27669	10.662	7.341
	"Champaign County, OH"	"39021"	429	38747	11.072	8.871
	"Clark County, OH"	"39023"	1797	134786	13.332	9.875
	"Clermont County, OH"	"39025"	1765	203022	8.694	7.842
	"Clinton County, OH"	"39027"	406	41902	9.689	8.123
	"Columbiana County, OH"	"39029"	1304	103685	12.577	8.983
	"Coshocton County, OH"	"39031"	399	36602	10.901	8.106
	"Crawford County, OH"	"39033"	549	42083	13.046	8.810
	"Cuyahoga County, OH"	"39035"	14003	1249352	11.208	8.290
	"Darke County, OH"	"39037"	614	51778	11.858	8.262
	"Defiance County, OH"	"39039"	395	38158	10.352	7.849
	"Delaware County, OH"	"39041"	1089	196463	5.543	5.915
	"Erie County, OH"	"39043"	972	75107	12.942	8.847
	"Fairfield County, OH"	"39045"	1279	152597	8.382	7.428
	"Fayette County, OH"	"39047"	363	28676	12.659	9.948
	"Franklin County, OH"	"39049"	9624	1264518	7.611	8.297
	"Fulton County, OH"	"39051"	416	42514	9.785	7.711
	"Gallia County, OH"	"39053"	388	30015	12.927	10.278
	"Geauga County, OH"	"39055"	855	94060	9.090	6.559
	"Greene County, OH"	"39057"	1437	164765	8.722	7.050
	"Guernsey County, OH"	"39059"	463	39063	11.853	8.954
	"Hamilton County, OH"	"39061"	7884	809099	9.744	8.287
	"Hancock County, OH"	"39063"	767	75872	10.109	7.795
	"Hardin County, OH"	"39065"	338	31474	10.739	9.557
	"Harrison County, OH"	"39067"	190	15307	12.413	8.587
	"Henry County, OH"	"39069"	268	27629	9.700	6.586
	"Highland County, OH"	"39071"	499	43029	11.597	9.215
	"Hocking County, OH"	"39073"	302	28340	10.656	8.538
	"Holmes County, OH"	"39075"	356	43936	8.103	7.898
	"Huron County, OH"	"39077"	560	58439	9.583	7.934
	"Jackson County, OH"	"39079"	425	32505	13.075	10.996
	"Jefferson County, OH"	"39081"	970	66704	14.542	10.000
	"Knox County, OH"	"39083"	661	60814	10.869	8.521
	"Lake County, OH"	"39085"	2535	228614	11.089	7.876
	"Lawrence County, OH"	"39087"	810	60872	13.307	10.405
	"Licking County, OH"	"39089"	1549	172198	8.995	7.749
	"Logan County, OH"	"39091"	516	45165	11.425	9.073
	"Lorain County, OH"	"39093"	3073	306365	10.031	7.880
	"Lucas County, OH"	"39095"	4611	432488	10.662	8.936
	"Madison County, OH"	"39097"	446	43419	10.272	9.125
	"Mahoning County, OH"	"39099"	3036	230008	13.200	8.621
	"Marion County, OH"	"39101"	783	65096	12.028	9.701
	"Medina County, OH"	"39103"	1433	177221	8.086	6.666
	"Meigs County, OH"	"39105"	331	23125	14.314	10.676
	"Mercer County, OH"	"39107"	439	40909	10.731	7.733
	"Miami County, OH"	"39109"	1167	104679	11.148	8.532
	"Monroe County, OH"	"39111"	172	14210	12.104	7.622
	"Montgomery County, OH"	"39113"	6218	531239	11.705	8.998
	"Morgan County, OH"	"39115"	168	14804	11.348	7.722
	"Morrow County, OH"	"39117"	314	35036	8.962	7.439
	"Muskingum County, OH"	"39119"	1015	86068	11.793	9.067
	"Noble County, OH"	"39121"	143	14294	10.004	6.865
	"Ottawa County, OH"	"39123"	515	40636	12.673	7.964
	"Paulding County, OH"	"39125"	204	18865	10.814	8.332
	"Perry County, OH"	"39127"	365	35927	10.159	9.253
	"Pickaway County, OH"	"39129"	592	57565	10.284	8.876
	"Pike County, OH"	"39131"	344	28160	12.216	9.728
	"Portage County, OH"	"39133"	1472	161921	9.091	8.076
	"Preble County, OH"	"39135"	484	41247	11.734	9.338
	"Putnam County, OH"	"39137"	306	34056	8.985	6.885
	"Richland County, OH"	"39139"	1447	121107	11.948	8.765
	"Ross County, OH"	"39141"	898	77000	11.662	9.941
	"Sandusky County, OH"	"39143"	675	59330	11.377	8.370
	"Scioto County, OH"	"39145"	1036	76088	13.616	10.598
	"Seneca County, OH"	"39147"	607	55353	10.966	8.052
	"Shelby County, OH"	"39149"	480	48623	9.872	8.152
	"Stark County, OH"	"39151"	4391	373612	11.753	8.400
	"Summit County, OH"	"39153"	5930	540300	10.975	8.467
	"Trumbull County, OH"	"39155"	2566	201825	12.714	8.661
	"Tuscarawas County, OH"	"39157"	1037	92420	11.221	7.800
	"Union County, OH"	"39159"	360	55457	6.492	7.188
	"Van Wert County, OH"	"39161"	335	28362	11.812	8.347
	"Vinton County, OH"	"39163"	147	12921	11.377	9.799
	"Warren County, OH"	"39165"	1766	227063	7.778	7.395
	"Washington County, OH"	"39167"	769	60610	12.688	8.763
	"Wayne County, OH"	"39169"	1155	116470	9.917	7.830
	"Williams County, OH"	"39171"	443	37017	11.967	8.581
	"Wood County, OH"	"39173"	1156	130219	8.877	7.779
	"Wyandot County, OH"	"39175"	254	22118	11.484	8.061
	"Adair County, OK"	"40001"	248	22098	11.223	10.420
	"Alfalfa County, OK"	"40003"	56	5827	9.610	7.012
	"Atoka County, OK"	"40005"	171	13810	12.382	9.779
	"Beaver County, OK"	"40007"	54	5382	10.033	7.258
	"Beckham County, OK"	"40009"	230	22519	10.214	9.439
	"Blaine County, OK"	"40011"	129	9643	13.378	9.511
	"Bryan County, OK"	"40013"	507	45573	11.125	8.999
	"Caddo County, OK"	"40015"	358	29557	12.112	10.434
	"Canadian County, OK"	"40017"	941	136532	6.892	7.429
	"Carter County, OK"	"40019"	555	48556	11.430	9.413
	"Cherokee County, OK"	"40021"	451	48700	9.261	8.233
	"Choctaw County, OK"	"40023"	240	14885	16.124	12.112
	"Cimarron County, OK"	"40025"	31	2162	14.339	8.739
	"Cleveland County, OK"	"40027"	1899	278655	6.815	7.023
	"Coal County, OK"	"40029"	91	5651	16.103	10.783
	"Comanche County, OK"	"40031"	1072	122136	8.777	9.329
	"Cotton County, OK"	"40033"	94	5941	15.822	12.377
	"Craig County, OK"	"40035"	194	14625	13.265	9.964
	"Creek County, OK"	"40037"	891	71312	12.494	9.858
	"Custer County, OK"	"40039"	265	29293	9.047	8.429
	"Delaware County, OK"	"40041"	499	41598	11.996	8.328
	"Dewey County, OK"	"40043"	65	4819	13.488	9.867
	"Ellis County, OK"	"40045"	65	4080	15.931	10.347
	"Garfield County, OK"	"40047"	755	62603	12.060	9.688
	"Garvin County, OK"	"40049"	344	27838	12.357	9.877
	"Grady County, OK"	"40051"	542	54655	9.917	8.887
	"Grant County, OK"	"40053"	71	4465	15.901	10.092
	"Greer County, OK"	"40055"	69	5998	11.504	7.776
	"Harmon County, OK"	"40057"	30	2704	11.095	7.911
	"Harper County, OK"	"40059"	38	3717	10.223	6.851
	"Haskell County, OK"	"40061"	160	12747	12.552	8.692
	"Hughes County, OK"	"40063"	206	13566	15.185	10.996
	"Jackson County, OK"	"40065"	255	25497	10.001	9.149
	"Jefferson County, OK"	"40067"	84	6230	13.483	9.433
	"Johnston County, OK"	"40069"	130	11087	11.725	9.401
	"Kay County, OK"	"40071"	560	44943	12.460	9.149
	"Kingfisher County, OK"	"40073"	172	15638	10.999	9.175
	"Kiowa County, OK"	"40075"	126	9077	13.881	10.602
	"Latimer County, OK"	"40077"	146	10414	14.020	9.990
	"Le Flore County, OK"	"40079"	590	49873	11.830	9.743
	"Lincoln County, OK"	"40081"	409	35129	11.643	9.467
	"Logan County, OK"	"40083"	373	46588	8.006	6.823
	"Love County, OK"	"40085"	110	9997	11.003	8.683
	"McClain County, OK"	"40087"	372	38682	9.617	9.167
	"McCurtain County, OK"	"40089"	459	32822	13.985	11.768
	"McIntosh County, OK"	"40091"	300	19815	15.140	9.383
	"Major County, OK"	"40093"	98	7772	12.609	8.479
	"Marshall County, OK"	"40095"	188	16191	11.611	8.190
	"Mayes County, OK"	"40097"	510	40920	12.463	10.008
	"Murray County, OK"	"40099"	184	13918	13.220	10.026
	"Muskogee County, OK"	"40101"	950	69477	13.674	11.401
	"Noble County, OK"	"40103"	140	11384	12.298	9.040
	"Nowata County, OK"	"40105"	142	10419	13.629	9.751
	"Okfuskee County, OK"	"40107"	173	12167	14.219	11.184
	"Oklahoma County, OK"	"40109"	7081	782970	9.044	8.879
	"Okmulgee County, OK"	"40111"	523	39213	13.337	10.520
	"Osage County, OK"	"40113"	431	47806	9.016	6.747
	"Ottawa County, OK"	"40115"	454	31691	14.326	11.087
	"Pawnee County, OK"	"40117"	202	16485	12.254	9.336
	"Payne County, OK"	"40119"	545	81131	6.718	7.412
	"Pittsburg County, OK"	"40121"	591	44173	13.379	10.286
	"Pontotoc County, OK"	"40123"	433	38330	11.297	9.672
	"Pottawatomie County, OK"	"40125"	892	72290	12.339	10.723
	"Pushmataha County, OK"	"40127"	159	11057	14.380	9.990
	"Roger Mills County, OK"	"40129"	42	3640	11.538	8.424
	"Rogers County, OK"	"40131"	897	91766	9.775	8.408
	"Seminole County, OK"	"40133"	328	25207	13.012	10.285
	"Sequoyah County, OK"	"40135"	543	41294	13.150	10.707
	"Stephens County, OK"	"40137"	561	44090	12.724	9.170
	"Texas County, OK"	"40139"	206	21098	9.764	10.785
	"Tillman County, OK"	"40141"	91	7465	12.190	9.625
	"Tulsa County, OK"	"40143"	5797	642940	9.016	8.472
	"Wagoner County, OK"	"40145"	605	77679	7.788	7.195
	"Washington County, OK"	"40147"	651	52087	12.498	8.572
	"Washita County, OK"	"40149"	150	11447	13.104	9.811
	"Woods County, OK"	"40151"	80	9201	8.695	6.799
	"Woodward County, OK"	"40153"	222	20814	10.666	9.715
	"Baker County, OR"	"41001"	190	16059	11.831	6.794
	"Benton County, OR"	"41003"	592	89385	6.623	5.853
	"Clackamas County, OR"	"41005"	3511	408062	8.604	6.755
	"Clatsop County, OR"	"41007"	397	38632	10.276	7.633
	"Columbia County, OR"	"41009"	473	50785	9.314	7.544
	"Coos County, OR"	"41011"	865	63761	13.566	8.235
	"Crook County, OR"	"41013"	257	22570	11.387	7.461
	"Curry County, OR"	"41015"	390	22713	17.171	8.237
	"Deschutes County, OR"	"41017"	1474	181307	8.130	6.251
	"Douglas County, OR"	"41019"	1452	108457	13.388	7.943
	"Gilliam County, OR"	"41021"	21	1854	11.327	6.896
	"Grant County, OR"	"41023"	95	7158	13.272	6.794
	"Harney County, OR"	"41025"	100	7292	13.714	8.993
	"Hood River County, OR"	"41027"	176	23232	7.576	6.136
	"Jackson County, OR"	"41029"	2360	216527	10.899	7.200
	"Jefferson County, OR"	"41031"	207	23080	8.969	7.574
	"Josephine County, OR"	"41033"	1244	85904	14.481	8.493
	"Klamath County, OR"	"41035"	790	66443	11.890	8.857
	"Lake County, OR"	"41037"	114	7837	14.546	8.824
	"Lane County, OR"	"41039"	3495	369519	9.458	7.116
	"Lincoln County, OR"	"41041"	610	47806	12.760	7.818
	"Linn County, OR"	"41043"	1314	122849	10.696	8.177
	"Malheur County, OR"	"41045"	298	30439	9.790	8.018
	"Marion County, OR"	"41047"	2847	336316	8.465	7.443
	"Morrow County, OR"	"41049"	77	11274	6.830	6.566
	"Multnomah County, OR"	"41051"	5679	799766	7.101	7.129
	"Polk County, OR"	"41053"	677	81823	8.274	6.498
	"Sherman County, OR"	"41055"	20	1710	11.696	6.654
	"Tillamook County, OR"	"41057"	322	26143	12.317	7.809
	"Umatilla County, OR"	"41059"	696	76456	9.103	8.105
	"Union County, OR"	"41061"	263	26087	10.082	7.121
	"Wallowa County, OR"	"41063"	85	6946	12.237	6.759
	"Wasco County, OR"	"41065"	322	26115	12.330	8.190
	"Washington County, OR"	"41067"	3407	582779	5.846	5.841
	"Wheeler County, OR"	"41069"	15	1344	11.161 (Unreliable)	5.365 (Unreliable)
	"Yamhill County, OR"	"41071"	943	105035	8.978	7.061
	"Adams County, PA"	"42001"	1047	102180	10.247	7.150
	"Allegheny County, PA"	"42003"	13815	1225365	11.274	7.874
	"Armstrong County, PA"	"42005"	912	66486	13.717	8.919
	"Beaver County, PA"	"42007"	2204	167429	13.164	8.563
	"Bedford County, PA"	"42009"	586	48325	12.126	7.568
	"Berks County, PA"	"42011"	4061	414812	9.790	7.599
	"Blair County, PA"	"42013"	1638	124650	13.141	8.564
	"Bradford County, PA"	"42015"	657	60770	10.811	7.576
	"Bucks County, PA"	"42017"	6033	626399	9.631	6.944
	"Butler County, PA"	"42019"	1976	186847	10.575	7.561
	"Cambria County, PA"	"42021"	1935	134732	14.362	9.121
	"Cameron County, PA"	"42023"	48	4677	10.263	5.658
	"Carbon County, PA"	"42025"	820	63594	12.894	8.896
	"Centre County, PA"	"42027"	966	161464	5.983	5.781
	"Chester County, PA"	"42029"	3882	516312	7.519	6.147
	"Clarion County, PA"	"42031"	427	38513	11.087	8.070
	"Clearfield County, PA"	"42033"	981	80596	12.172	8.016
	"Clinton County, PA"	"42035"	406	39233	10.348	7.542
	"Columbia County, PA"	"42037"	686	66420	10.328	7.696
	"Crawford County, PA"	"42039"	993	86257	11.512	8.526
